comments	hate
어디가 폭발적인 화제를 몰고 다녔는데 나만 몰랐나 봄 기자들은 제발 연예인들이 자기 사진 올린것을 퍼다가 기사로 내지마라 그리고 송중기가 찍어준건지 지인들이 찍어준건지 어찌알아 같이 여행갔기에 당연히 송중기가 찍어다는건가	0
저거 가정폭력아닌가요? 바람난게 아니라면 뭐가 문제에요? 그냥 이성이랑 대화만해도 막 의심했나 보네;;	1
솔직히 말해서 늙었지 ㅋㅋㅋ 다신 안팔릴 중고를 앞으로 누가 구하겠어?	1
영화보고나서 뒤끝 안남고 재밌기만한 영화는 정말 오랜만인듯. 꼭봐 두번봐 세번봐	0
유병재는 왜캐 가식떠냐.... 저정도면 병아니냐?? 진정성이없어	1
최고bbbb 축구좋아하는 사람이라면	0
믿고 거르는 송윤아	1
마음 속을 가득채우는 영상과 단어들, 고다르, 새, 잔다르크, 나나	0
테이프로 봄여름가을겨울을 듣고 또 들었던 사람입니다아픔없는곳에서 편히 쉬세요	0
소소하고 사랑스러운 그림과 우리네 사는 이야기를 잔잔하게 다룬 소박한애니.	0
우리나라 남자로 태어나 가장으로 산다는게 고달픔 경제적책임 요즘에는 육아.살림도 도와줘야 됨 ㅠㅠ	0
오래사귀는거 보니 보기좋기만하구만 아이돌커플도 길게갈수있다는걸 보여주길	0
화사 노브라는 걸크러쉬라며 개집ㄴ들아	1
재는 그래도 돈좀 벌지않았냐?	0
아직까지 밝혀진 죄가 없으니 당연히 입대해야죠	1
이분 가정사가 좀 어려우심 인간극장도 나왔을걸? 그러다 연예인으로도 뜨지못하고 차라리 연예인 안했으면 더 잘살앗을지도 몰라	1
진짜 이쁘긴 이쁘다	0
정지선 칼 같이 지킨거 보소	0
단단히 걸린 느낌이다 ㅋㅋㅋㅋ 꽃뱀~	1
문죄인이 그렇지 머 자기 사람이니 수사 제대로 하겠엉~~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
병신 니가해보든가	1
제사는 더 병신같은 유교에서 시키는건데	1
ㅎㅎ신부가 옆에 있으니 다른이미지보이네요 부끄러워하는건지ㅎ축하하고요아 울집 시어머니보시면 안될것같아요..48우리 아주버님 장가가라 다시 말씀하실듯..ㅎ	0
16년 1월임용이면 20년 2월 자동진급이고 그동안 승진은 못햇나보네	0
아름다운 삶의 찬가, 그 속의 쓸쓸한 묵도	0
그럼 대충 운띄워보세요 포항지열발전으로 인한 지진이라던가 cnk 사기친거같은것들 	0
도산대로에서 람보르기니 요란하게 끄는 부류인갑네	0
유재석은 이제 그만	0
이제 뭘 볼까.남궁민의 재발견.어쩌나 심심해서.	0
이제 시집좀가자!!!	0
모자 개이쁜데 어디꺼예요?	0
오랜만에 진한여운이 남는영화다. 좋다...	0
다음날 아침에 뉴스보고 놀란기억이...	0
이 시국에??보이콧이다!!	0
정준은 너무 짜증남 지맘대로	0
눈 졸라 모였네 난 박신혜 스타일이 좋음 신동엽같이 모인눈 극혐 갈데가 없어 짱개랑	1
어이가없어서 웃음하고 욕밖에안나오네	0
그럼 우리나라도 타격 많겠네	0
UFC 앤더슨 실바 선수 '킥' 스승님이라던데, 역시 남다른 시걸 형님!!	0
한심하네 애기엄마	1
보잘알 ㅇㅈ ㅋ	1
훌륭한 연출을 보여준 조지 클루니와 훌륭한 연기의 데이빗 스트래던의 하모니	0
아름다운Andrew McCarthy^^*	0
동남아 가면 식중독 많이 걸림 ㅇㅇ 현지인들도 자주 걸리는데 우리보다는 강하더라 ㅋㅋ 길에 파는 음식 재료도 재료지만 사용한 그릇이나 컵을 흐르는 물에 씻지않고 그냥 양동이에 첨벙 담궜다가 걸레로 닦음 ㅋㅋㅋㅋㅋㅋ그리고 개네들 길에서도 쿰쿰한 냄새나는게 그 양동이 물이 못쓸 정도로 더러우면 그냥 길위에다가 부어버림 ㅋㅋㅋㅋㅋㅋㅋ 아 물론 조선에 길거리 음식도 다를바 없다고 생각한다 ㅋ	0
쟤 말도 틀림. 쟤 말대로 하자면 천한직업 가진 사람도 대접을 받아야 한다는 당위 명제에는 동의하지만 사람의 가치에 귀천이 없다는 명제엔 동의 할 수 없다. 사람에겐 분명히 귀천이 있다. 허구헌날 게임이나하고 술만 처먹으며 인생낭비하는 망나니와 일평생 국가만을 위해 살아온 사람과 가치가 동등할까? 직업에도, 사람에도 귀천이 있다.	0
엄하게 꾸짖는것 보다 따뜻한 말 한마디가 나를.. 타인을.. 세상을 바꾸는 진리.. 감동ㅜㅜ	0
지겹다 고마해라	1
할말있냐?	0
왼쪽 남자 김구라 아닙니다....ㅋㅋㅋㅋㅋ다들 속으시네 ㅋㅋㅋㅋ 알려드릴게요~	0
이 드라마 망한걸로 아는데 오늘이 종방였군	0
어제다시봣는데진짜웃겻음ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아기와나2만들엇음조캐땅ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ장근석.송하윤.메이슨 쨔응♥	0
근데 방탄엔 강다니엘보다 잘생긴 사람 없는건 사실이자나	1
대체 너 나한테 왜그러는거야 왜	0
어쩐지 키가 커서 살만 좀 빠지면 너무 이뻐질거라 생각했는데 살이 빠진거였군요점점 예뻐지더라고요	0
업소 여자라며 업소여자는 뭐하는 사람인데? ㅋ 그리고 왜 변호사가 하필 강용석인데 ㅋ	1
"에이프릴이 한마디 합니다 ""예쁜게 죄"" 구하라님 ""무기징역"""	0
재밌다 어네스트와 셀레스틴..	0
스탤론의 특유의 코미디 연기 스나입스의 신랄한 연기 그리고 연출에서 나오는 빛이 발하는 특별한 영화인 것 같다...	0
근데... 세금이 왜 더 나오지?ㅋㅋ 가족단위 합산 과세도 아니고..... 오히려 결혼 하면 혜택이 더 잇는데...ㅋㅋㅋ	0
스카이캐슬과 같은 긴장감 몰입도 ㅋㅋ	0
픽사의 대표영화는 토이스토리 시리즈와 몬주,몬대다원래는 토이스토리가 대표영화인데몬주와 몬대도 만만치 않게 인기가 많아서세 영화 다 대표영화로 사랑받고 있는거다이러는 나는 픽사폐인이라지....ㅋ	0
살아잇네 tkfalksdmoasdvabaeth	0
거기서 박씨는 빼라 신혜선이 다 먹여살린거고 박씨는 차려진 밥상에 숟가락 하나만 들고 온 뻔뻔한 도둑OOO인데	1
진짜재밌음 이은비 공태광 한이안 강소영 표정연기대박...	0
20년째 열애중? 너무 길다.	0
님아 그거 앎?님 이름 석자 중국어로 읽으면 비슷하게 들림 ㅋㅋㅋㅋㅋㅋ	0
김유석이란 배우는 좋지만..어째 한참 연하 신랑인거 같은 느낌인데..적당한 연배를 좀 찾으시지..나이대가 너무 안 맞잖아요..	1
'내사랑 동키호테'라는 노래도 너무 좋았던... 추억의 영화,, 그리고 그날들	0
로버트드니로+알파치노=명화. bacause she got a great ass!! ㅋㅋㅋㅋ	0
쿠로사와 아키라의 위대한 연출, 미후네 도시로의 명연기...	0
하며 뒷짐지고 싸우는척 하는 웰빙 샛끼들 천지 삐까리란다.	1
이쁘게 컸네^^	0
그래도 욕은 하지마라.. 니들 모르게 썩은재료에 위생더러운 음식점이 얼마나많은데.. 차라리 맛없는게 낫지	0
얘는 누구고 김도훈은 누구냐?축구선수?	0
이땅에 진정한 보수가 나와으면 좋겠다	0
지겹다 솔지	1
누명 아니고 강기사 아저씨 다예 아빠 칼로 찔러 죽임 무슨 누명이야 다예가 강기사 아저씨칼로 찔러 죽일듯	0
타타이ㅣㅇ에ㅔㅔㅇ에	0
영원한 시간... 그리고, 영원한 사랑..	0
재밋어~~ 천정명 나오니깐 봄♥♥♥♥	0
얼마나 뚜껑 열리게 했으면...	0
이쁜 엄마들과 아들들 ㅠㅠㅠ	0
어잼고만요 실화임라요	0
진심 최고 역대금임ㅋㅋㅋㅋ	0
포스 쩔어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
진짜임?	0
정말 미안하다. ㅠㅠ 난 널 몰라. ㅠㅠ	1
2AM오빠들짱 임~~ 짱좋은	0
내가널어찌할줄모르니	0
참 좋은 영화다,	0
나중에 바뀔 것을 생각하고 공동명의 주장하는거라고 게이야페미들이 더 나갈 것을 계산하고 있는거야요즘이 아니라 미래를 보고 움직이는거라고그리고 대한민국 하는 꼬라지로 보아 실제로 그렇게 될 가능성도 높음	1
와 이 뉴스를 보고 또 힘이 난다 당장고백하러간다.	0
손예진 20대때 온갓 열폭 메갈녀들이 득달처럼 악플 달던 기억이 나네. 30대쯤 되니 악플 줄어듬 ㅎㅎ	1
니미 씹이나 차단해라.	1
박사가 여러명이다 진짜 박사는	0
누군데이넘은...가수 이지훈인줄	1
19에서15로 바뀌고 망트리 탄거...	0
질타 하고싶다..	0
인버마아 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 보고싶었어 ㅠㅠㅠㅠㅠ	0
멍석말이의민족 실토할 때까지 팬다. 그게 일상이었다.	0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ표정	0
보통 독서실 총무 들어가는건 다들 20만원 30만원 받는거 알고 들어감그래서 그냥 잘해주진 않아도, 좆같이만 안했으면 저사람도 신고하고 최저시급 적용한 월급 받으려 하지도 않았을거임 선을 넘어서 굴렸으니까 저렇게 된거지 	1
자연의 기본 섭리를 거스르지마	0
작곡과 들어갈 정도만 배우고 지금은 그거보다도 못 치는 같던데요..;	1
사랑해서 사고로 정화원만들고?	0
잼 개잼 오 잼 잼 잼 잼ㅈ 매	0
♥	0
마니마니마ㅁ니마니마니나ㅣ	0
심성은착한앤데......어쩌다가 이이구..반성하는거같으니 훈방? 그런정도로 끝내고 집으로 돌려보냈음 좋겠다.	0
이상화 하지 마라 윤세아나 수임이나 착한척하다가 돌변하는것 보면 무섭지... 의심하면 안돼요 하다가 예서랑 혜나 싸우고 예서 협박 받았다니까 바로 예서 범인이라 생각하던데 ㅉㅉ	0
노라조 화이팅	0
김치 좌빨들 닮앗네	1
아이언맨1,2,3,4에다가 어벤져스1,에이지 오브 울트론에다가 토르 천둥의신 에다가 너무 재밌어서 별10개를 드립니다.근데 영화 이거다 만든사람 힘드시겠어여.그럼 수고하세요.다음엔 더 재밌는 영화를 보면 좋게네요.	0
헐… 오이지 정말 대단하다 대단해 지들 마음대로지 늘 그렇지 ㅎㅎ 참 대단한 회사야 소속사가 같이 도와서 해결하지 않고 그대로 내팽겨쳐버리네	0
저런 영상이었구나뒤에서 암살자 튀어나오는거 첨 알았네로그인화면 재생을 항상 꺼늏다보니	0
코닌짱장맨, 코난대박잘생김	0
돈은 뭐 내가 술 담배 안하니까 고대로 다 모았고	0
goooooooooooood	0
김희철 * 민경훈 (아는 형님) = 워터스포츠웨어브랜드 미 스 트 랄	0
근데 어차피 남돌 방탄빼면 다 미세먼지들 수준들이고 여돌 트와이스 빼면 라면스프 부스러기 수준들인데 왜 굳이 창업을..? 싸이나 되는 사람이 굳이..?	1
젊ㅁ은애들은 노상관이네	0
상간녀 전에 전 남편에게 청구해야 하는거 아닌가?	1
저새끼 정권바뀌면 반드시 색출해서 사형시켜야함. 아주 유명한 빨갱이 새끼임 ㅋ	1
유재석이는 징징되면서 억지로할거같음. 가식세끼	1
솔직히 말하면 김태리도 적지 않은 나이고 남자야 나이 70 80되도 10대 후반에서 20대 초중반 어리고 예쁘고 청순. 청초한 여성만 좋아하잖아	1
zzzzz 이런거 그냥 뭐	0
유학까지 갔다와서 왜 레스토랑서 근무하지? 안갖다와도 할수있잖아	1
94년작으로 멋진 남녀주인공 때문에 영화 속으로 몰입할수 있었던 멋진 작품 볼만함	0
너무 감동적이고 잔인한데 재밋어요^	0
기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 	0
오히려 반대아니냐? 	0
닉 커엽누	0
최자는 연예인들까지 나서서 오냐오냐 해주고 주변 지인이였던 여자연예인들은 안해도 욕먹고, 추모한 연예인도 가만있어라고 욕먹고..잘하는 짓이다. 남자나패라.여자 패지말고.	1
어이구 병신들ㅋ	1
성범죄는 증거가 나오기 어려움. 피해자의 증언이 증거의 대부분임. 뇌가 있으면 상황을 생각해서 증거가 나오기 어렵다는 건 쉽게 생각할 수 있지 않나?? 뇌가 우동사리로 이루어지지 않은 이상	1
아니 이름 뭐냐고 씹아 ㅋㅋ	1
북에서는 자유롭게 배타고 오드만 왜 우린 일본도 못가냐 재앙아?	1
다이 하드나 스피드보다 더 재밌다고 생각하는 영화 ㅎㅎ	0
아 소름돋네...ㅋㅋ	0
결혼생활에 환상가지는 애들 이해가 안감 좋은 점만보는것 같은데 요즘 사람들이 얼마나 개인주의적긴데 요즘은 가족도 옛날의 그런 이미지가 아님 정서가 완전 달라서 	0
ㅋㅋㅋㅋ 개인입장에서 업체 통하는 메리트가 뭐임?	0
야타란의 목소으리으리으리	0
존나 무식하고 인간 말종들	1
최강창민 왤케 급삭았냐ㅋ	1
교육자가 하면 안될 말이 뭐 있냐?  법으로 정해놨냐?	0
전우치 완전 연기도잘하시고,정말 짱이에요.차태현님 정말 짱입니다요.2회 남았지만 계속 열심히 연기해주세요.오도일이관지!!!♥	0
진짜 무정도시 최고의 드라마예요.ㅠㅠ 결말을 너무 슬프지만 최고엿습니다	0
역시 알파치노다 강추영화	0
어차피 그건 인과관계가 입증 되지도 않을듯그냥 쇼..ㅋㅋ	0
예쁘네 풋풋하고 서울대까지 나왔으니 최고 신붓감을 전현무가 데려가네	0
적어도 민주당 좌파뽑는애들은 잘못된신념이라도 본인신념이라도 있지 자한당지지새끼들은 이노옴 박통이 지옥에서우신다 이지랄중 박정희 전두환 독재자 씹새끼들 외치먄서 자한당지지중 뇌가빈건 우파라는새끼들 아닐까 ㅋㅋ	1
이것처럼 진중권은 몇개월전 사실도 제대로 모르면서 그걸 맞다고 발악 발악 우기고 있을뿐임.	0
문제는 남자들이 재혼을 해도 딸이 위험에 처하는 건 똑같다아무리 좋은 여자라도 남이 낳은 딸을 자기 딸처럼 사랑하는 건 어렵기 때문에	0
레알 개읏기노	0
그입 닥쳐라 ..지금까지 골목시장에 늘어놓은 짜장면집 빽다방등...철수나 하셔....돈 많으넘이 돈 욕심낸다고	1
